S.No.,District,Location,Latitude,Longitude,pH,EC,TDS,TH,Ca,Mg,Na,K,"CO
3","HCO
3",Cl,"SO
4","NO
3",F,U,SAR,RSC
1197,Thane,Shiroshi,19.402,73.609,7.39,563,360,230,50,26,16,24.7,0,275,32,12,7,0.3,0,0.45,-0.1
1198,Thane,Pendharichapada,19.465,73.574,7.49,373,238,160,36,17,10,0.5,0,183,14,9,3,0.27,0,0.34,-0.2
1199,Thane,Khardi,19.589,73.384,7.63,790,505,240,52,27,58,12,0,323,82,20,4,0.28,0.47,1.62,0.5
1200,Thane,Vajeshwari,19.488,73.017,7.44,370,237,175,40,18,12,0.2,0,171,25,21,2,0.35,0,0.4,-0.7
1201,Thane,Uttan,19.28,72.786,7.8,1223,783,320,70,35,118,4.4,0,476,121,53,3,0.83,0.82,2.88,1.4
1202,Wardha,Sonegaon,20.617,78.717,7.15,1385,886,650,160,61,18,0.9,0,275,202,143,80,0.35,1.76,0.31,-8.5
1203,Wardha,Hinganghat,20.55,78.817,7.34,902,577,350,70,43,49,1.1,0,262,82,79,56,0.16,1.26,1.13,-2.7
1204,Wardha,Sawangi,20.717,78.567,7.31,810,518,330,66,40,30,0.6,0,256,78,68,15,0.3,0.78,0.73,-2.4
1205,Wardha,Girad,20.658,79.117,7.7,818,524,295,52,40,48,3.5,0,330,50,52,29,0.1,0.32,1.2,-0.5
1206,Wardha,Sahur,21.308,78.242,7.69,1513,968,650,30,140,46,1.8,0,513,74,63,204,0.76,2.53,0.78,-4.6
1207,Wardha,Kharangana,20.917,78.483,7.77,1124,719,450,32,90,51,1.7,0,464,67,41,63,0.19,1.64,1.04,-1.4
1208,Wardha,Nagalwadi,21.167,78.433,7.51,635,406,260,24,49,23,0.4,0,268,14,28,65,0.22,0.16,0.62,-0.8
1209,Wardha,Daroda,20.467,78.783,7.49,771,493,290,28,53,47,2,0,317,60,35,19,0.34,0.78,1.2,-0.6
1210,Wardha,Ashti,21.2,78.183,7.76,877,561,300,68,32,32,47.2,0,384,43,34,40,0.06,0.14,0.82,0.3
1211,Wardha,Anji,20.85,78.517,7.8,1869,1196,530,20,117,172,2.7,0,641,170,95,87,0.26,1.6,3.24,-0.1
1212,Wardha,Deoli,20.65,78.467,7.58,738,472,260,22,50,48,0.8,0,153,138,33,33,0.91,0.4,1.31,-2.7
1213,Wardha,Dahegaon,20.733,78.45,7.8,782,500,290,8,66,45,3.4,0,311,60,28,24,1.23,1.61,1.14,-0.7
1214,Wardha,Madni (New),20.655,78.775,7.52,790,505,330,22,67,34,0.6,0,244,57,61,79,0.13,0.45,0.81,-2.6
1215,Wardha,Khandali,20.738,78.926,7.84,3267,2091,1075,32,242,250,4.7,0,714,386,439,84,0.11,9.58,3.31,-9.8
1216,Wardha,Samudrapur,20.639,78.964,7.78,1355,867,525,16,118,65,1.5,0,476,142,86,17,0.22,1.46,1.23,-2.7
1217,Wardha,Tigaon,20.764,78.524,7.61,908,581,320,22,64,45,28.3,0,354,50,38,75,0.74,1.19,1.1,-0.6
1218,Wardha,Vadad,20.658,78.567,7.79,831,532,265,24,50,47,31.4,0,342,57,30,35,0.15,0.56,1.27,0.3
1219,Wardha,Dahigaon,20.754,78.485,7.76,964,617,380,8,87,46,1.4,0,311,85,43,80,1.18,2.51,1.01,-2.5
1220,Wardha,Junapani,21.118,78.369,7.45,696,445,245,48,30,49,3.5,0,256,57,41,22,0.06,0.45,1.35,-0.7
1221,Wardha,Alipur,20.549,78.694,7.86,1093,700,290,18,60,115,3,0,445,71,52,55,1.08,0.42,2.95,1.5
1222,Wardha,Giroli,20.549,78.585,7.66,1618,1036,460,30,94,83,97.5,0,439,110,177,114,0.08,2,1.69,-2
1223,Wardha,Pipri,20.389,78.735,7.96,1126,721,320,16,68,99,21.7,0,372,103,39,88,0.22,1.46,2.41,-0.3
1224,Wardha,Dhondgaon,20.632,79.058,7.44,935,599,235,14,49,104,1.5,0,372,50,40,71,0.56,1.1,2.95,1.4
1225,Wardha,Sakhra,20.546,79.101,7.59,779,499,320,20,66,29,0.5,0,171,92,65,80,0.11,0.89,0.71,-3.6
1226,Wardha,Hingni,20.908,78.717,7.66,1445,925,440,24,92,94,50,0,506,121,78,85,0.16,0.53,1.95,-0.5
1227,Wardha,Ajda,20.65,78.929,7.9,661,423,275,42,41,24,1,0,305,25,35,28,0.18,0.97,0.63,-0.5
1228,Wardha,Bhidi,20.572,78.404,7.37,1219,780,435,50,75,81,2,0,476,50,89,64,0.88,2.1,1.68,-0.9
1229,Wardha,Yelakeli,20.814,78.59,7.54,1565,1002,600,24,131,89,0.5,0,653,110,56,88,0.44,0.35,1.58,-1.3
1230,Wardha,Dhadi,21.267,78.233,7.52,1049,671,450,36,87,34,3,0,201,149,40,136,0.71,1.93,0.7,-5.7
1231,Wardha,Wasi,20.517,79.033,7.42,1266,810,475,30,97,58,0.7,0,354,138,77,88,0.13,2.3,1.16,-3.7
1232,Wardha,Muradgaon (Balsare)1,20.692,78.416,7.45,1777,1137,510,14,115,131,75.8,0,537,156,77,191,0.83,2.93,2.52,-1.4
1233,Wardha,Karanji Kaji,20.707,78.729,7.43,826,529,350,44,58,25,3.3,0,250,67,63,65,0.07,1.95,0.57,-2.9
1234,Wardha,Sewagram,20.728,78.663,7.32,1032,660,430,46,77,34,0.5,0,256,149,70,38,0.06,0.38,0.7,-4.4
1235,Wardha,Jamni,20.861,78.582,7.79,1101,705,445,72,64,36,0.3,0,262,121,79,85,0.06,1.34,0.74,-4.6
1236,Wardha,Mandwa,20.834,78.494,7.81,554,355,225,12,47,32,0.5,0,275,21,20,28,0.63,0.8,0.92,0
1237,Wardha,Mahakali,20.954,78.461,7.53,516,330,210,16,41,28,1.6,0,305,7,16,4,0.2,0.1,0.83,0.8
1238,Wardha,Pimpalkhuta,20.961,78.368,7.41,729,466,255,20,50,40,0.8,0,244,50,50,38,0.07,0.4,1.08,-1.1
1239,Wardha,Thanegaon-1,21.151,78.473,7.52,839,537,285,28,52,53,9.1,0,275,64,61,55,0.1,0.55,1.36,-1.2
1240,Wardha,Sarwadi,21.152,78.281,7.67,681,436,260,52,32,32,0.9,0,317,25,28,23,0.9,0.45,0.87,0
1241,Wardha,Kapsi,20.435,78.598,7.66,1183,757,345,44,57,106,2.1,0,549,39,30,61,1.48,2.09,2.49,2.1
1242,Wardha,Kangaon,20.511,78.614,7.25,1295,829,480,84,66,65,1.9,0,342,156,80,81,0.79,1.69,1.29,-4
1243,Wardha,Thar,21.206,78.24,7.69,1859,1190,525,80,79,134,71.7,0,439,308,81,70,0.76,2.49,2.53,-3.3
1244,Wardha,Virul-1,20.804,78.341,7.58,1350,864,430,10,98,110,1.2,0,305,199,74,76,1.25,2,2.31,-3.6
1245,Wardha,Rohna,20.853,78.326,7.99,906,580,175,20,30,51,125.8,0,354,53,25,74,0.85,0.26,1.67,2.3
1246,Wardha,Pulgaon-1,20.726,78.317,7.59,1222,782,320,8,73,123,6.2,0,336,209,36,14,0.89,1.73,2.99,-0.9
1247,Wardha,Paragothan-1,20.9,78.283,7.82,867,555,330,6,77,39,7.5,0,323,57,44,54,0.68,0.65,0.93,-1.3
1248,Wardha,Wadhona-1,20.997,78.346,7.66,1276,817,460,60,75,80,3.5,0,433,121,54,80,0.69,2.04,1.62,-2.1
1249,Wardha,Wardha-1,20.733,78.617,7.64,871,557,325,26,63,53,0.5,0,305,67,55,45,0.74,0.59,1.28,-1.5
1250,Wardha,Rasulabad,20.771,78.364,7.52,1038,664,370,26,74,58,8.2,0,256,74,40,200,0.99,1.24,1.3,-3.2
1251,Wardha,Ajansara,20.409,78.671,7.49,1855,1187,505,26,107,195,4.4,0,409,248,74,200,0.78,4.17,3.77,-3.4
1252,Wardha,Adgaon,20.583,78.528,7.55,1890,1210,485,34,97,75,226.9,0,427,177,184,198,0.7,1.07,1.48,-2.7
1253,Wardha,Panjragondi,21.029,78.393,7.56,726,465,275,50,36,39,1.7,0,354,18,23,37,0.67,0.26,1.03,0.3
1254,Wardha,Vijaygopal,20.574,78.333,7.49,1012,648,380,14,84,47,1.4,0,214,96,31,195,0.7,0.89,1.05,-4.1
1255,Wardha,Jhadshi,20.862,78.639,7.84,2033,1301,825,20,188,87,2,0,610,202,80,204,0.8,2.76,1.31,-6.5
1256,Wardha,Lahan Arvi,21.221,78.141,7.3,2030,1299,680,8,160,134,6.7,0,506,287,41,196,0.63,3.76,2.24,-5.3
1257,Wardha,Helodi,20.805,78.845,7.76,1116,714,325,12,72,102,2.4,0,445,74,26,79,1.12,1.42,2.45,0.8
1258,Wardha,Pavnar,20.782,78.667,7.82,1177,753,320,10,72,84,68.3,0,488,99,26,27,0.78,0.98,2.04,1.6
1259,Wardha,Tuljapur,20.8,78.806,7.75,787,504,215,12,45,54,45.4,0,201,145,21,7,0.62,0.23,1.62,-1
1260,Wardha,Pardi,21.183,78.3,7.75,866,554,290,20,58,32,56.2,0,305,74,43,40,0.57,0.83,0.81,-0.8
1261,Washim,Wada,20.367,77.333,7.3,812,519,285,62,32,39,4.3,0,354,28,19,76,0.37,0.38,1.01,0.1
1262,Washim,Washim,20.117,77.133,7.25,1041,666,380,100,32,43,7.8,0,384,96,41,41,0.3,0.95,0.96,-1.3
1263,Washim,Kenwad,20.2,76.817,7.08,1536,983,445,106,44,99,2,0,415,181,69,60,0.42,2.81,2.03,-2.1
1264,Washim,Risod,19.967,76.783,7.62,2178,1394,415,90,46,206,150.2,0,769,287,76,41,0.23,1.12,4.4,4.3
1265,Washim,Sakhar Doha,20.267,77.4,7.54,1888,1208,620,80,102,98,22,0,635,121,104,91,0.39,1.71,1.71,-2
1266,Washim,Bitoda (Bhoyar),20.183,77.267,7.59,1301,833,350,76,39,80,49.4,0,421,103,83,81,0.42,1.28,1.85,-0.1
1267,Washim,Rithad,20.05,76.983,7.54,1152,737,390,62,57,62,4.7,0,366,113,56,62,0.46,0.65,1.37,-1.8
1268,Washim,Sendurjan Adhao,20.146,77.45,7.62,1166,746,395,82,46,61,19.5,0,476,78,56,50,0.37,0.77,1.33,-0.1
1269,Washim,Kinhi Raja,20.328,77.164,7.37,1484,950,440,82,57,62,58.3,0,555,124,43,35,0.36,1.91,1.29,0.3
1270,Washim,Tondgaon,20.001,77.119,7.31,1402,897,460,110,45,83,4.9,0,488,160,39,44,0.46,1.25,1.68,-1.2
1271,Washim,Giroli,20.209,77.476,7.74,1809,1158,360,62,50,98,194.5,0,653,135,93,68,0.32,0.67,2.24,3.5
1272,Washim,Sawargaon Barde,20.17,77.07,7.68,957,612,305,50,44,57,5,0,403,53,30,44,0.55,0.43,1.41,0.5
1273,Washim,Aasegaon,20.135,77.335,7.11,1892,1211,585,148,52,81,6.3,0,342,284,108,59,0.35,1.39,1.45,-6.1
1274,Washim,Dhanora,20.204,77.333,7.71,1787,1144,495,74,75,127,23.5,0,610,181,61,69,0.31,1.31,2.48,0.1
1275,Washim,Kalamba Mahal,20.134,77.206,7.66,2139,1369,485,62,80,124,167.8,0,683,273,63,25,0.61,0.81,2.44,1.5
1276,Washim,Kupta,20.307,77.562,7.57,707,452,280,72,24,27,2.8,0,354,25,30,10,0.43,0.16,0.7,0.2
1277,Washim,Enzori,20.396,77.508,7.64,1471,941,485,108,52,72,9.1,0,354,199,78,54,0.44,0.82,1.43,-3.9
1278,Washim,Wakad,20.04,76.696,7.79,772,494,295,60,35,36,3.1,0,244,92,38,39,0.54,0,0.91,-1.9
1279,Washim,Donad Budruk,20.134,77.206,7.6,970,621,340,64,44,44,6.2,0,250,96,74,60,0.42,0.32,1.04,-2.7
1280,Washim,Nagalwadi,20.647,77.619,7.69,780,499,255,54,29,47,7.8,0,342,32,31,51,0.65,0.12,1.28,0.5
1281,Washim,Parwa Kohar,20.54,77.408,7.77,597,382,230,52,24,19,6.1,0,293,32,14,6,0.62,0,0.55,0.2
1282,Washim,Dapura,20.366,77.521,7.77,1002,641,385,86,41,39,1.6,0,348,92,56,43,0.57,0.66,0.87,-2
1283,Washim,Nagartas,20.256,77.014,7.64,726,465,250,38,38,35,0.9,0,275,50,43,16,0.53,0,0.96,-0.5
1284,Washim,Vilegaon (Kherda),20.586,77.443,7.25,749,479,265,66,24,39,5.1,0,287,82,24,16,0.47,0,1.05,-0.6
1285,Washim,Dhanaj Khurd,20.717,77.586,7.76,848,542,315,64,38,55,9.1,0,415,64,46,9,0.38,0,1.34,0.5
1286,Washim,Medshi,20.333,76.942,7.79,1025,656,310,80,27,63,17,0,372,103,55,11,0.41,0.17,1.57,-0.1
1287,Washim,Shaha,20.525,77.467,7.69,863,552,315,60,40,37,0.9,0,305,53,44,73,0.44,0,0.9,-1.3
1288,Washim,Sangaon,20.193,77.353,7.57,794,508,280,36,46,30,1,0,281,35,40,66,0.41,0.38,0.77,-1
1289,Washim,Jaulka Rly,20.292,77.072,7.88,873,559,270,50,35,44,28.3,0,323,67,44,34,0.53,0,1.16,-0.1
1290,Washim,Dharpimpri,20.202,76.892,7.74,1164,745,315,50,46,89,14.3,0,384,124,65,13,0.51,0.17,2.17,0
1291,Washim,Jamkheda,20.278,77.086,7.71,1115,714,385,88,40,52,20.4,0,433,82,40,40,0.44,0.5,1.15,-0.6
1292,Washim,Deothana,19.969,77.132,7.89,829,530,290,58,35,48,2.4,0,287,64,55,44,0.67,0,1.23,-1.1
1293,Yavatmal,Kalamb,20.45,78.333,8.01,1406,900,525,40,103,66,6,0,488,117,61,89,0.59,1.68,1.25,-2.5
1294,Yavatmal,Pandharkawada,20.017,78.55,7.85,718,460,265,20,52,46,3.3,0,275,67,56,14,0.97,0.76,1.24,-0.8
1295,Yavatmal,Dhanoda,19.858,77.875,7.85,1192,763,320,24,63,120,1.2,0,427,50,161,35,1.03,1.74,2.91,0.6
1296,Yavatmal,Digras,20.1,77.717,7.91,1334,854,365,38,66,119,0.3,0,555,89,72,23,1.33,1.31,2.7,1.8
1297,Yavatmal,Selodi,20.317,77.767,7.53,1169,748,380,32,73,67,17.1,0,378,103,54,80,0.64,0.94,1.51,-1.4
1298,Yavatmal,Mohada,20.217,78.467,7.83,1431,916,500,58,86,64,10,0,391,149,81,84,0.55,1.7,1.25,-3.6
1299,Yavatmal,Wadgaon,20.383,78.117,7.87,847,542,305,18,63,48,2.1,0,305,92,45,13,0.54,0.77,1.19,-1.1
1300,Yavatmal,Maregaon,20.1,78.817,7.41,1372,878,550,60,97,38,4.3,0,397,138,85,79,0.61,0.88,0.71,-4.5
1301,Yavatmal,Kolambi,20.242,78.183,7.53,1607,1028,610,20,136,68,10.3,0,415,209,85,86,0.53,2.13,1.2,-5.4
1302,Yavatmal,Marwadi Khurd,19.958,77.367,7.64,750,480,295,20,60,28,0.6,0,256,50,37,85,0.74,1.17,0.72,-1.7
1303,Yavatmal,Parwa,19.989,78.342,7.64,1492,955,445,46,80,100,2.5,0,421,184,67,45,0.56,1.96,2.05,-2
1304,Yavatmal,Mohgaon Kasba,20.2,77.883,7.56,2483,1589,805,56,162,175,5,0,378,447,168,76,0.55,4.27,2.68,-9.9
1305,Yavatmal,Mahagaon,20.083,77.833,7.58,720,461,265,28,47,38,0.8,0,244,67,40,33,0.78,0.84,1.02,-1.3
1306,Yavatmal,Lonbhel,19.933,77.917,8.29,625,400,235,30,39,28,8.5,0,189,39,86,31,0.53,0.79,0.8,-1.6
1307,Yavatmal,Pusad,19.933,77.6,7.48,2550,1632,985,50,209,92,3.4,0,439,493,161,11,0.51,3.51,1.27,-12.5
1308,Yavatmal,Pahur,20.6,78.05,7.78,1567,1003,525,54,95,89,24.3,0,421,89,304,19,0.35,1.64,1.69,-3.6
1309,Yavatmal,Mardi,20.217,78.85,7.86,698,447,295,26,56,19,0.9,0,244,32,44,88,0.85,1.05,0.48,-1.9
1310,Yavatmal,Jodmoha,20.317,78.3,7.7,1700,1088,610,42,123,79,22.5,0,506,128,247,39,0.36,2.03,1.38,-3.9
1311,Yavatmal,Ghatanji,20.133,78.317,7.86,1482,948,560,50,106,59,0.9,0,500,138,66,82,0.65,2.28,1.07,-3
1312,Yavatmal,Mandeo,20.328,78.058,7.95,547,350,190,36,24,37,0.6,0,232,32,37,23,0.38,0.5,1.18,0
1313,Yavatmal,Pahapal,19.983,78.5,7.45,1759,1126,640,20,143,53,2.8,0,323,191,170,83,0.41,1.66,0.9,-7.5
1314,Yavatmal,Injhala,20.083,78.317,7.82,1116,714,420,20,90,42,22.9,0,366,99,57,87,0.5,0.97,0.89,-2.4
1315,Yavatmal,Mangrule,20.2,77.983,7.55,1056,676,330,16,70,60,4,0,305,117,58,42,0.51,0.82,1.44,-1.6
1316,Yavatmal,Madkona,20.4,78.2,7.82,556,356,215,16,43,28,0.5,0,305,21,11,3,0.49,0.5,0.84,0.7
1317,Yavatmal,Jamwadi,20.363,78.017,7.56,1074,687,365,20,77,69,2.6,0,317,138,81,16,0.37,0.72,1.58,-2.1
1318,Yavatmal,Vai (Lingi),20.192,77.772,8.27,1957,1252,505,50,92,109,118.1,0,647,135,83,89,1.02,1.06,2.11,0.5
1319,Yavatmal,Mojhar,20.506,77.79,7.85,712,455,245,14,51,35,2.6,0,336,25,34,8,0.66,0.85,0.99,0.6
1320,Yavatmal,Wadhona,20.305,78.629,7.55,772,494,355,10,80,22,0.5,0,275,67,51,45,0.86,0.83,0.5,-2.6
1321,Yavatmal,Umarda (Nursary),20.371,78.051,7.43,2027,1297,735,16,169,72,0.8,0,293,347,195,3,0.51,2.16,1.16,-9.9
1322,Yavatmal,Kotha,20.531,78.278,7.45,1099,703,335,18,70,68,5.3,0,287,99,85,86,0.36,1.39,1.63,-2
1323,Yavatmal,Savar,20.498,78.067,7.23,1140,730,350,64,46,66,4.5,0,250,117,53,68,0.48,0.53,1.53,-2.9
1324,Yavatmal,Chaparda,20.422,78.274,7.44,700,448,275,40,43,22,1.2,0,299,35,23,38,0.5,0,0.58,-0.6
1325,Yavatmal,Dhanaj (Manekwada),20.529,77.925,7.32,1680,1075,445,40,84,90,27.1,0,427,174,68,81,0.44,0.6,1.85,-1.9
1326,Yavatmal,Karanji1,20.133,78.603,7.29,1241,794,405,80,50,38,3.2,0,311,92,70,87,0.39,0.37,0.83,-3
1327,Yavatmal,Zadgaon,20.372,78.553,7.81,1346,861,460,32,92,72,0.3,0,433,110,48,90,0.78,0.25,1.46,-2.1
1328,Yavatmal,Aamli,20.232,78.403,7.9,1409,902,390,20,83,69,79.7,0,488,128,47,80,0.32,0.13,1.51,0.2
1329,Yavatmal,Dighi-Punarvasan-1,20.501,78.118,7.88,774,496,315,34,56,34,1.2,0,189,99,50,37,0.47,0.45,0.84,-3.2
1330,Yavatmal,Sarul,20.648,78.142,8.21,916,586,275,26,51,84,2.8,0,427,39,55,19,0.82,0.39,2.2,1.5
1331,Yavatmal,Singad,20.053,77.636,7.63,728,466,260,12,56,37,0.6,0,275,32,25,84,0.57,0.1,0.99,-0.7
1332,Yavatmal,Mowada,20.134,78.409,7.76,858,549,325,12,72,41,0.7,0,305,53,36,85,0.83,0.52,0.98,-1.5
1333,Yavatmal,Buranda-Hetis,20.101,78.805,7.78,616,394,215,24,38,36,2.5,0,262,46,24,5,0.64,0.2,1.07,0
1334,Yavatmal,Metikheda,20.249,78.42,7.7,997,638,375,14,83,40,1.1,0,336,82,45,82,0.6,0.81,0.91,-2
1335,Yavatmal,Yavatmal,20.391,78.117,7.71,818,524,295,36,50,30,0.3,0,226,103,46,16,0.45,0.05,0.77,-2.2
1336,Yavatmal,Mahagaon taluka,19.782,77.78,7.61,844,540,310,20,63,39,0.7,0,275,60,47,82,0.79,3.92,0.97,-1.7
1337,Yavatmal,Pandhurna (BK),20.134,78.209,6.96,483,309,190,44,19,17,9.6,0,214,35,20,7,0.58,1,0.55,-0.3
1338,Yavatmal,Khatara,20.151,78.646,7.69,785,503,310,16,66,27,1.4,0,305,32,31,84,0.88,0.25,0.68,-1.2
1339,Yavatmal,Khadka,19.847,77.806,7.76,718,460,300,20,61,19,0.5,0,305,50,23,24,0.63,0,0.47,-1
1340,Yavatmal,Satpali,19.829,78.634,8.15,819,524,270,20,53,58,2.3,0,397,39,22,23,0.73,0.36,1.54,1.1
1341,Yavatmal,Wani-1,20.048,78.955,7.63,1563,1000,350,20,73,102,55.8,0,433,142,65,87,1.28,0.35,2.38,0.1
1342,Yavatmal,Punwat-1,19.853,79.051,7.67,1446,925,340,28,66,114,11.1,0,299,170,134,37,0.46,0.35,2.69,-1.9
1343,Yavatmal,Bhandewada,20.126,78.894,8.04,701,449,235,20,45,62,1.8,0,427,14,15,6,2.11,0.43,1.75,2.3
1344,Yavatmal,Babhulgaon-1,20.561,78.149,7.85,768,492,270,14,57,42,0.5,0,378,32,17,11,0.76,0.45,1.12,0.8
1345,Yavatmal,Ner,20.497,77.863,7.85,1053,674,345,26,68,42,0.8,0,250,121,81,25,0.45,0.22,0.99,-2.8
1346,Yavatmal,Sangwi Rly,20.419,77.605,7.59,1383,885,325,52,47,115,0.9,0,207,238,78,45,1.42,0.34,2.78,-3.1
